Trial,rep,col,row,yield,geno
09CM,2,7,34,2.08,G117
09CM,1,5,9,2.382,G117
09CM,2,10,16,2.025,G012
09CM,1,2,7,2.484,G134
09CM,2,10,25,2.331,G134
09CM,2,7,12,2.31,G115
09CM,1,4,8,2.438,G115
09CM,1,4,1,2.64,G178
09CM,2,12,15,2.329,G178
09CM,2,10,28,2.04,G110
09CM,2,7,25,2.471,G110
09CM,1,3,23,2.145,G110
09CM,1,5,1,2.587,G110
09CM,1,4,16,2.859,G110
09CM,2,9,1,2.728,G110
09CM,1,1,24,2.503,G014
09CM,2,8,4,2.519,G014
09CM,1,5,31,3.271,G024
09CM,2,7,11,2.556,G024
09CM,2,9,7,1.482,G017
09CM,1,5,15,1.612,G017
09CM,1,6,3,2.239,G071
09CM,2,7,20,1.656,G071
09CM,2,10,8,2.145,G094
09CM,1,2,20,2.188,G094
09CM,1,6,19,1.886,G121
09CM,2,9,5,2.232,G121
09CM,1,3,34,1.958,G179
09CM,2,9,22,1.787,G179
09CM,2,8,5,1.87,G180
09CM,1,5,3,1.667,G180
09CM,2,12,8,2.166,G119
09CM,1,6,24,2.338,G119
09CM,1,5,16,2.475,G013
09CM,2,12,2,2.34,G013
09CM,2,9,15,2.47,G144
09CM,1,1,17,2.595,G144
09CM,1,3,25,2.059,G105
09CM,2,9,4,2.394,G105
09CM,1,6,14,2.015,G040
09CM,2,9,3,2.043,G040
09CM,2,7,14,2.22,G131
09CM,1,1,7,2.326,G131
09CM,2,11,7,1.994,G124
09CM,1,4,33,2.44,G124
09CM,1,2,34,1.371,G089
09CM,2,11,4,1.52,G089
09CM,2,11,25,2.132,G128
09CM,1,3,4,2.372,G128
09CM,2,9,8,1.952,G041
09CM,1,3,22,2.021,G041
09CM,2,11,29,2.25,G125
09CM,1,6,16,2.331,G125
09CM,2,8,28,1.887,G002
09CM,1,3,27,2.329,G063
09CM,1,5,13,2.705,G054
09CM,2,10,12,2.871,G054
09CM,2,10,34,2.374,G079
09CM,1,5,11,2.36,G135
09CM,2,8,13,2.342,G135
09CM,2,11,9,1.892,G141
09CM,1,4,14,2.473,G141
09CM,1,3,19,1.538,G035
09CM,2,9,10,1.898,G035
09CM,1,2,13,1.984,G181
09CM,2,11,34,1.603,G181
09CM,2,10,14,2.42,G182
09CM,1,4,2,2.505,G182
09CM,1,2,28,1.598,G183
09CM,2,8,1,2.138,G183
09CM,2,11,27,1.433,G184
09CM,1,1,12,2.176,G184
09CM,1,5,20,1.553,G185
09CM,2,7,21,1.999,G185
09CM,1,5,27,2.032,G096
09CM,2,7,1,2.071,G096
09CM,2,12,22,1.547,G186
09CM,1,1,3,1.908,G186
09CM,2,7,7,2.149,G160
09CM,1,2,19,2.292,G160
09CM,2,12,24,1.372,G011
09CM,1,2,8,2.384,G011
09CM,2,7,4,2.176,G138
09CM,1,4,22,2.75,G138
09CM,1,6,22,2.151,G161
09CM,2,10,7,2.654,G161
09CM,2,12,11,1.538,G085
09CM,1,1,20,1.664,G085
09CM,1,6,34,1.201,G039
09CM,2,12,16,1.265,G039
09CM,1,6,31,1.812,G075
09CM,2,10,23,1.975,G075
09CM,1,5,28,2.516,G162
09CM,2,11,14,1.966,G162
09CM,2,11,28,1.893,G114
09CM,1,2,21,2.144,G114
09CM,2,12,17,1.308,G122
09CM,1,3,8,1.773,G122
09CM,2,11,23,2.013,G129
09CM,1,3,24,1.656,G129
09CM,1,4,34,1.104,G102
09CM,2,7,6,1.414,G102
09CM,2,8,14,1.6,G051
09CM,1,6,26,1.708,G051
09CM,2,12,14,1.693,G148
09CM,1,1,10,1.948,G148
09CM,2,8,27,1.954,G095
09CM,1,1,21,1.592,G095
09CM,2,8,31,2.397,G113
09CM,1,6,4,1.255,G113
09CM,2,12,26,1.333,G044
09CM,2,8,20,1.379,G163
09CM,1,6,15,1.448,G163
09CM,1,6,29,1.886,G187
09CM,2,11,2,1.681,G187
09CM,2,8,7,1.508,G188
09CM,2,10,29,1.351,G037
09CM,1,1,22,1.849,G037
09CM,1,2,5,2.225,G189
09CM,2,10,17,2.443,G189
09CM,2,8,34,2.094,G016
09CM,1,4,19,2.317,G016
09CM,2,10,3,2.565,G016
09CM,1,1,19,2.312,G016
09CM,2,8,22,0.918,G092
09CM,1,4,10,1.055,G092
09CM,2,8,8,1.616,G086
09CM,1,2,26,1.877,G086
09CM,1,4,32,1.782,G009
09CM,1,2,29,1.598,G009
09CM,1,3,21,1.939,G009
09CM,2,9,30,1.678,G009
09CM,2,9,6,2.267,G009
09CM,2,10,15,2.62,G009
09CM,2,7,32,2.398,G190
09CM,1,2,2,2.596,G190
09CM,2,8,17,1.962,G191
09CM,1,5,29,2.963,G191
09CM,1,6,11,1.699,G021
09CM,2,7,18,1.536,G021
09CM,2,9,34,2.19,G139
09CM,1,3,18,2.087,G139
09CM,2,11,30,2.111,G043
09CM,1,5,4,2.246,G043
09CM,2,9,24,2.096,G030
09CM,1,1,23,2.225,G030
09CM,2,12,19,1.624,G066
09CM,1,1,26,2.137,G066
09CM,1,4,13,2.3,G049
09CM,2,12,25,1.521,G049
09CM,1,2,30,1.701,G036
09CM,2,8,25,2.429,G032
09CM,1,1,34,2.139,G068
09CM,2,9,17,1.887,G068
09CM,2,11,19,2,G048
09CM,1,6,21,2.102,G048
09CM,1,3,28,2.717,G150
09CM,2,7,5,2.454,G150
09CM,1,3,12,2.288,G067
09CM,2,11,1,2.532,G067
09CM,2,9,23,1.858,G059
09CM,1,2,3,2.467,G059
09CM,2,10,13,2.124,G046
09CM,1,3,26,1.666,G046
09CM,2,11,3,1.87,G003
09CM,1,1,14,2.351,G003
09CM,1,4,30,2.584,G192
09CM,2,9,2,1.793,G192
09CM,1,5,33,2.904,G123
09CM,2,10,4,2.055,G123
09CM,1,4,28,2.238,G006
09CM,1,1,27,2.798,G006
09CM,2,10,11,3.065,G006
09CM,2,8,15,2.779,G006
09CM,2,8,29,2.486,G082
09CM,1,6,2,2.137,G082
09CM,1,3,29,2.207,G108
09CM,2,7,15,2.36,G108
09CM,2,10,18,2.405,G108
09CM,1,2,14,2.703,G108
09CM,2,8,16,2.292,G047
09CM,1,6,8,2.699,G047
09CM,1,1,25,2.431,G164
09CM,2,8,12,2.341,G164
09ER,2,12,11,1.989,G165
09ER,1,6,15,2.064,G165
09ER,2,8,20,2.206,G166
09ER,2,12,31,2.186,G166
09ER,1,4,8,2.339,G026
09ER,2,11,32,2.307,G026
09ER,1,1,2,2.29,G145
09ER,2,9,19,2.178,G145
09ER,2,8,22,2.169,G145
09ER,1,5,17,3.21,G101
09ER,2,10,7,2.945,G101
09ER,2,12,6,2.689,G072
09ER,1,6,30,2.021,G072
09ER,2,8,19,2.983,G167
09ER,1,6,25,2.689,G167
09ER,1,4,4,2.595,G065
09ER,2,12,28,2.407,G065
09ER,2,7,3,2.222,G065
09ER,1,6,19,1.771,G065
09ER,1,4,19,2.718,G136
09ER,2,11,34,2.568,G136
09ER,2,7,20,2.472,G007
09ER,2,8,10,2.064,G007
09ER,2,8,4,2.699,G028
09ER,1,3,19,2.614,G028
09ER,2,8,28,2.949,G080
09ER,1,5,6,2.642,G080
09ER,1,5,29,2.663,G045
09ER,1,1,12,3.4,G050
09ER,1,3,13,2.689,G168
09ER,2,11,29,1.133,G008
09ER,1,3,6,1.534,G008
09ER,1,5,12,2.822,G004
09ER,2,8,11,1.979,G004
09ER,1,4,30,3.299,G147
09ER,1,1,15,3.144,G147
09ER,2,9,13,3.04,G147
09ER,1,4,2,3.553,G077
09ER,1,2,20,2.86,G077
09ER,1,4,17,2.415,G064
09ER,1,6,12,2.216,G033
09ER,2,9,9,2.112,G033
09ER,2,9,25,2.727,G042
09ER,1,6,21,2.367,G042
09ER,1,1,11,2.822,G062
09ER,2,7,31,2.314,G062
09ER,1,1,19,3.21,G099
09ER,2,12,15,3.333,G088
09ER,1,3,33,2.081,G088
09ER,2,12,23,2.083,G154
09ER,1,1,13,2.67,G053
09ER,2,11,28,2.723,G053
09ER,2,10,11,2.5,G019
09ER,1,1,14,1.922,G149
09ER,2,12,34,1.905,G149
09ER,2,8,16,2.869,G038
09ER,1,2,33,2.267,G038
09ER,1,2,11,2.661,G132
09ER,2,11,13,2.415,G132
09ER,2,11,7,2.263,G169
09ER,1,6,8,2.036,G169
09ER,1,4,32,2.703,G103
09ER,2,9,23,2.254,G103
09ER,2,9,31,3.004,G118
09ER,2,8,2,2.973,G081
09ER,1,5,23,2.472,G027
09ER,2,10,16,2.055,G152
09ER,1,6,26,1.07,G152
09ER,1,2,21,2.841,G070
09ER,2,12,32,2.21,G070
09ER,2,8,3,2.777,G057
09ER,1,2,25,2.519,G057
09ER,1,6,16,2.803,G171
09ER,1,4,22,2.642,G097
09ER,2,9,5,2.055,G097
09ER,1,4,12,1.581,G116
09ER,2,7,10,1.383,G116
09ER,1,3,23,2.642,G106
09ER,2,8,6,2.348,G106
09ER,1,1,9,2.339,G087
09ER,2,9,15,1.951,G087
09ER,1,5,13,3.116,G034
09ER,1,5,5,2.699,G069
09ER,2,12,13,2.557,G069
09ER,1,3,26,2.519,G069
09ER,2,12,21,2.765,G069
09ER,1,1,33,2.241,G078
09ER,2,11,12,1.098,G078
09ER,2,7,25,2.699,G029
09ER,1,3,18,2.348,G018
09ER,2,12,3,2.318,G018
09ER,1,3,22,2.907,G091
09ER,2,10,23,2.831,G091
09ER,1,5,14,3.295,G172
09ER,2,12,5,2.689,G172
09ER,1,3,29,2.188,G020
09ER,2,9,17,2.528,G020
09ER,1,5,32,3.153,G155
09ER,2,8,9,2.197,G155
09ER,2,7,28,2.337,G022
09ER,1,2,13,3.049,G156
09ER,2,12,4,2.519,G156
09ER,1,3,21,2.775,G140
09ER,1,3,3,2.642,G140
09ER,2,7,22,2.5,G140
09ER,2,9,32,2.008,G140
09ER,1,2,28,2.644,G137
09ER,1,5,28,3.131,G173
09ER,2,9,3,2.714,G173
09ER,1,6,22,2.604,G025
09ER,1,3,17,2.396,G093
09ER,2,10,10,2.765,G093
09ER,1,1,16,1.941,G093
09ER,1,4,6,2.68,G005
09ER,2,10,26,2.699,G005
09ER,1,1,26,2.453,G052
09ER,2,7,8,2.064,G052
09ER,2,7,15,2.869,G157
09ER,1,6,32,2.54,G157
09ER,1,1,18,3.438,G055
09ER,2,12,25,3.362,G055
09ER,2,11,6,2.491,G158
09ER,2,9,6,2.188,G084
09ER,2,7,13,2.67,G126
09ER,1,6,9,1.989,G126
09ER,1,4,21,2.348,G074
09ER,2,11,3,1.987,G074
09ER,1,5,33,2.492,G060
09ER,2,11,22,2.396,G060
09ER,1,5,22,3.456,G127
09ER,2,11,26,2.206,G127
09ER,1,4,10,2.093,G015
09ER,2,8,21,2.595,G153
09ER,1,6,33,2.1,G153
09ER,2,7,30,2.352,G001
09ER,1,6,7,2.301,G001
09ER,1,6,34,2.572,G100
09ER,1,3,15,2.907,G090
09ER,1,5,9,2.85,G010
09ER,2,12,8,3.03,G010
09ER,1,4,16,2.964,G104
09ER,2,8,8,2.396,G104
09ER,2,8,29,3.072,G112
09ER,1,6,3,2.417,G112
09ER,1,6,2,2.025,G023
09ER,2,10,17,2.386,G056
09ER,1,2,34,3.348,G056
09ER,2,9,20,2.263,G031
09ER,2,10,28,3.036,G031
09ER,1,1,25,2.936,G083
09ER,2,7,11,2.358,G083
09ER,2,8,12,2.405,G107
09ER,1,3,11,2.292,G107
09ER,1,6,18,2.727,G151
09ER,2,11,5,2.888,G151
09ER,1,4,11,2.434,G133
09ER,2,12,18,2.055,G133
09ER,2,11,23,2.273,G143
09ER,2,10,25,2.235,G109
09ER,1,6,17,2.074,G109
09ER,1,6,29,2.964,G111
09ER,1,5,19,3.693,G076
09ER,2,12,26,3.125,G098
09ER,1,2,7,2.775,G098
09ER,2,10,14,2.633,G174
09ER,1,4,33,1.881,G174
09ER,1,6,23,1.411,G061
09ER,2,10,29,0.869,G061
09ER,1,5,10,2.869,G130
09ER,1,4,28,2.483,G130
09ER,2,7,17,2.453,G130
09ER,2,7,29,2.201,G130
09ER,1,2,18,2.794,G146
09ER,1,1,32,2.352,G159
09ER,2,10,5,1.97,G159
09ER,2,9,28,2.756,G175
09ER,1,3,7,2.301,G175
09ER,1,4,29,2.691,G176
09ER,2,12,22,2.547,G176
09ER,1,3,14,2.453,G117
09ER,2,7,32,2.326,G117
09ER,1,4,23,2.898,G012
09ER,2,7,4,1.951,G012
09ER,1,5,25,3.002,G134
09ER,2,10,4,2.169,G134
09ER,2,10,2,3.142,G115
09ER,1,2,14,2.547,G115
09ER,2,8,33,3.254,G178
09ER,1,3,8,2.206,G178
09ER,2,8,17,3.116,G110
09ER,2,11,17,3.049,G110
09ER,1,1,31,3.032,G110
09ER,1,1,6,3.873,G110
09ER,1,5,26,2.973,G014
09ER,1,3,10,2.311,G024
09ER,2,10,13,3.229,G024
09ER,1,1,20,3.144,G017
09ER,1,5,11,3.097,G071
09ER,2,9,14,2.803,G071
09ER,2,12,30,1.619,G094
09ER,1,6,4,2.036,G094
09ER,1,1,28,3.231,G121
09ER,2,9,16,3.134,G121
09ER,1,4,15,1.78,G179
09ER,2,9,34,1.426,G179
09ER,2,12,19,2.188,G180
09ER,1,3,31,2.038,G180
09ER,1,2,32,3.341,G119
09ER,2,7,2,2.943,G119
09ER,1,5,21,3.239,G013
09ER,2,10,34,2.938,G013
09ER,2,9,30,2.364,G193
09ER,1,2,31,3.583,G193
09ER,1,4,3,3.148,G144
09ER,2,8,18,2.822,G144
09ER,2,10,3,2.583,G105
09ER,1,3,30,2.29,G105
09ER,2,8,32,2.739,G040
09ER,1,1,7,2.661,G040
09ER,2,11,14,2.813,G131
09ER,1,6,6,2.027,G131
09ER,1,3,2,2.847,G124
09ER,1,2,17,3.078,G089
09ER,2,7,9,1.989,G089
09ER,1,5,30,3.051,G128
09ER,2,10,8,1.676,G128
09ER,1,5,31,2.462,G041
09ER,2,9,21,2.045,G041
09ER,2,10,21,2.907,G125
09ER,2,10,30,2.587,G002
09ER,1,1,3,3.316,G002
09ER,2,11,18,2.547,G063
09ER,1,3,28,2.413,G063
09ER,1,3,5,2.131,G054
09ER,2,8,30,2.61,G054
09ER,1,3,25,2.415,G079
09ER,2,12,10,1.951,G079
09ER,1,4,34,2.75,G135
09ER,2,12,12,2.367,G135
09ER,1,4,5,3.409,G141
09ER,2,7,21,2.5,G141
09ER,2,12,20,1.742,G035
09ER,2,11,4,1.477,G035
09ER,2,12,7,2.718,G181
09ER,1,2,23,3.485,G181
09ER,1,1,8,3.314,G182
09ER,2,12,14,3.182,G182
09ER,1,1,10,3.049,G183
09ER,2,8,26,2.348,G184
09ER,1,1,4,3.54,G185
09ER,2,7,16,1.903,G185
09ER,1,6,13,2.633,G096
09ER,2,10,12,3.286,G096
09ER,1,2,2,2.945,G186
09ER,2,7,19,2.708,G186
09ER,1,2,3,3.191,G160
09ER,2,11,21,2.784,G160
09ER,1,1,17,3.229,G011
09ER,2,11,15,3.267,G011
09ER,2,7,5,2.519,G138
09ER,2,11,20,2.396,G138
09ER,2,8,31,3.182,G161
09ER,1,2,9,2.33,G161
09ER,1,2,22,2.992,G085
09ER,2,11,10,1.818,G085
09ER,1,5,2,2.339,G039
09ER,2,9,26,2.131,G039
09ER,1,2,4,2.608,G075
09ER,2,9,18,2.509,G075
09ER,1,1,5,3.049,G162
09ER,2,12,29,2.214,G162
09ER,1,4,26,2.481,G114
09ER,2,9,2,2.023,G114
09ER,1,2,10,2.131,G122
09ER,2,7,12,2.121,G122
09ER,2,9,29,2.752,G129
09ER,1,5,18,2.292,G129
09ER,1,3,20,2.254,G102
09ER,1,3,9,1.468,G102
09ER,1,4,25,2.263,G051
09ER,2,11,8,1.828,G051
09ER,1,1,22,2.358,G148
09ER,2,7,6,2.32,G148
09ER,2,8,5,2.263,G095
09ER,1,6,31,1.689,G095
09ER,2,8,14,2.85,G113
09ER,1,4,9,2.112,G113
09ER,1,5,15,3.002,G044
09ER,2,11,16,2.869,G044
09ER,1,6,5,1.79,G163
09ER,2,10,18,1.79,G163
09ER,1,4,18,2.027,G187
09ER,2,10,19,1.884,G187
09ER,2,8,34,2.295,G188
09ER,1,3,4,1.953,G188
09ER,1,2,12,2.254,G037
09ER,2,10,32,1.807,G037
09ER,2,8,7,2.794,G189
09ER,1,2,15,3.807,G189
09ER,1,2,26,3.04,G016
09ER,2,10,15,2.737,G016
09ER,1,5,8,2.652,G016
09ER,2,9,10,0.805,G092
09ER,1,2,6,1.468,G086
09ER,2,7,33,1.405,G086
09ER,2,9,22,2.907,G190
09ER,1,6,28,2.608,G190
09ER,2,8,15,2.718,G191
09ER,1,6,10,2.206,G191
09ER,1,1,21,2.879,G194
09ER,2,9,7,2.472,G194
09ER,1,3,16,2.083,G021
09ER,2,11,25,1.96,G021
09ER,1,5,34,2.731,G139
09ER,2,8,23,2.917,G139
09ER,2,8,25,2.718,G043
09ER,1,1,23,2.614,G043
09ER,2,9,12,2.216,G030
09ER,2,10,9,2.642,G066
09ER,1,4,13,2.528,G066
09ER,2,7,26,1.903,G049
09ER,1,6,11,1.402,G049
09ER,2,9,33,2.072,G036
09ER,1,2,19,2.945,G036
09ER,2,12,9,2.519,G032
09ER,1,5,16,1.487,G032
09ER,1,4,31,2.813,G068
09ER,2,7,7,2.528,G068
09ER,1,2,29,3.081,G048
09ER,2,9,8,1.667,G048
09ER,1,3,34,2.009,G150
09ER,2,11,9,1.525,G150
09ER,1,1,29,2.241,G067
09ER,2,8,13,2.074,G067
09ER,2,11,11,1.799,G059
09ER,2,7,34,2.098,G046
09ER,1,2,16,1.78,G046
09ER,2,12,16,2.841,G003
09ER,1,4,7,1.951,G003
09ER,1,3,32,3.004,G192
09ER,2,10,31,2.777,G192
09ER,1,2,8,2.623,G123
09ER,2,7,23,2.898,G123
09ER,1,4,14,3.097,G006
09ER,2,7,18,3.04,G006
09ER,1,5,7,2.879,G006
09ER,2,11,31,2.767,G006
09ER,1,2,5,3.097,G082
09ER,2,10,6,3.03,G082
09ER,1,5,3,3.144,G108
09ER,2,10,22,2.945,G108
09ER,2,9,11,2.083,G108
09ER,2,10,20,2.481,G108
09ER,2,11,30,2.864,G047
09ER,1,3,12,2.623,G047
09HIR,1,5,23,3.358,G165
09HIR,2,12,22,3.244,G165
09HIR,1,4,17,3.228,G166
09HIR,2,8,29,2.992,G166
09HIR,1,2,9,3.512,G142
09HIR,2,9,23,3.886,G142
09HIR,1,4,34,3.919,G026
09HIR,2,7,4,3.821,G026
09HIR,2,10,34,3.455,G145
09HIR,1,2,16,3.033,G145
09HIR,2,10,1,3.545,G145
09HIR,1,5,17,3.106,G145
09HIR,2,8,4,3.155,G101
09HIR,1,5,31,2.886,G101
09HIR,2,9,17,3.537,G072
09HIR,1,1,4,2.87,G072
09HIR,2,11,24,3.634,G167
09HIR,1,3,9,3.618,G167
09HIR,1,4,16,3.854,G065
09HIR,2,10,5,3.529,G065
09HIR,1,6,26,3.447,G065
09HIR,2,11,28,3.106,G065
09HIR,1,4,4,3.886,G136
09HIR,2,9,33,3.423,G136
09HIR,2,9,5,3.667,G007
09HIR,1,5,24,3.301,G007
09HIR,1,6,5,3.862,G028
09HIR,2,9,13,3.667,G028
09HIR,1,4,24,3.829,G080
09HIR,2,10,17,3.854,G080
09HIR,1,6,22,3.577,G045
09HIR,2,7,28,3.333,G045
09HIR,1,3,21,3.846,G050
09HIR,2,11,9,3.829,G050
09HIR,2,7,21,3.561,G168
09HIR,1,1,22,2.537,G168
09HIR,2,7,17,2.878,G008
09HIR,1,3,31,2.805,G008
09HIR,2,8,30,2.472,G004
09HIR,1,6,11,2.285,G004
09HIR,1,3,14,3.968,G147
09HIR,2,11,19,3.854,G147
09HIR,1,5,20,3.789,G147
09HIR,2,11,26,3.683,G147
09HIR,1,2,3,3.138,G077
09HIR,2,9,19,3.033,G077
09HIR,2,11,33,2.968,G064
09HIR,1,5,13,2.935,G064
09HIR,1,2,2,3.024,G033
09HIR,2,11,17,3.138,G033
09HIR,2,11,30,3.886,G042
09HIR,1,6,4,3.675,G042
09HIR,1,2,17,2.919,G062
09HIR,2,9,26,2.602,G062
09HIR,2,10,21,3.626,G099
09HIR,1,2,13,3.488,G099
09HIR,2,10,13,3.772,G088
09HIR,1,5,14,3.585,G088
09HIR,2,12,17,3.707,G154
09HIR,1,6,31,3.439,G154
09HIR,2,7,27,3.707,G053
09HIR,1,2,7,3.13,G053
09HIR,1,6,25,3.317,G019
09HIR,2,7,16,3.016,G019
09HIR,1,1,3,2.48,G149
09HIR,2,10,33,3.472,G149
09HIR,2,7,31,1.935,G038
09HIR,1,5,16,1.968,G038
09HIR,2,9,7,3.374,G132
09HIR,1,1,30,2.342,G132
09HIR,1,6,29,3.155,G169
09HIR,2,9,21,3.098,G169
09HIR,2,10,30,3.431,G103
09HIR,1,5,28,3.228,G103
09HIR,2,10,28,3.829,G118
09HIR,1,2,8,3.48,G118
09HIR,2,10,14,3.894,G170
09HIR,1,6,33,3.211,G170
09HIR,2,8,12,3.512,G081
09HIR,1,1,11,2.553,G081
09HIR,1,4,15,3.659,G027
09HIR,2,10,7,3.65,G027
09HIR,2,7,20,3.407,G152
09HIR,1,2,4,3.171,G152
09HIR,1,2,31,3.073,G070
09HIR,2,11,12,3.049,G070
09HIR,2,7,1,3.35,G057
09HIR,1,1,33,2.39,G057
09HIR,2,12,5,3.659,G171
09HIR,1,2,21,3.057,G171
09HIR,1,6,2,3.333,G097
09HIR,2,12,19,3.886,G097
09HIR,1,6,21,2.781,G116
09HIR,2,8,6,2.553,G116
09HIR,1,6,10,3.358,G106
09HIR,2,11,20,3.748,G106
09HIR,2,8,19,3.203,G087
09HIR,1,5,32,2.797,G087
09HIR,2,8,20,3.382,G034
09HIR,1,3,33,3.325,G034
09HIR,2,12,34,3.529,G069
09HIR,1,4,19,3.52,G069
09HIR,2,12,31,3.342,G078
09HIR,1,6,8,3.187,G078
09HIR,2,12,3,3.959,G029
09HIR,1,6,20,3.715,G029
09HIR,2,8,31,3.447,G018
09HIR,1,6,18,3.325,G018
09HIR,1,1,25,3.089,G091
09HIR,2,10,12,3.984,G091
09HIR,1,6,27,3.26,G172
09HIR,2,8,11,3.195,G172
09HIR,1,4,31,3.634,G020
09HIR,2,10,15,3.642,G020
09HIR,2,7,3,3.358,G155
09HIR,1,3,18,4.195,G155
09HIR,2,10,24,3.707,G022
09HIR,1,5,22,3.602,G022
09HIR,2,10,27,3.423,G156
09HIR,1,6,6,3.366,G156
09HIR,2,12,32,4.293,G140
09HIR,2,10,6,4.22,G140
09HIR,1,1,29,3.057,G140
09HIR,1,5,30,3.602,G140
09HIR,1,6,1,2.902,G137
09HIR,2,7,14,2.772,G137
09HIR,2,7,2,3.724,G173
09HIR,1,6,17,3.756,G173
09HIR,2,9,12,3.512,G025
09HIR,1,3,34,3.715,G025
09HIR,2,11,22,3.512,G093
09HIR,1,2,19,3.358,G093
09HIR,1,6,32,3.333,G093
09HIR,2,7,15,3.26,G093
09HIR,2,12,7,3.813,G005
09HIR,1,3,12,3.691,G005
09HIR,2,8,2,3.829,G052
09HIR,1,2,24,3.488,G052
09HIR,1,5,11,3.268,G157
09HIR,2,7,13,3.797,G157
09HIR,1,4,8,3.642,G055
09HIR,2,9,25,3.285,G055
09HIR,2,8,22,3.634,G158
09HIR,1,2,28,3.577,G158
09HIR,1,3,2,3.797,G084
09HIR,2,7,29,3.293,G084
09HIR,2,8,13,3.683,G126
09HIR,1,1,31,2.033,G126
09HIR,2,8,17,3.732,G074
09HIR,1,6,3,3.724,G074
09HIR,2,9,31,3.707,G060
09HIR,1,5,6,3.244,G060
09HIR,2,9,6,3.195,G127
09HIR,1,2,33,3.057,G127
09HIR,2,9,15,3.724,G015
09HIR,1,1,8,2.935,G015
09HIR,2,10,16,3.301,G153
09HIR,1,1,32,2.715,G153
09HIR,2,9,32,3.764,G001
09HIR,1,3,1,4.041,G001
09HIR,2,8,32,3.707,G120
09HIR,1,2,10,3.447,G120
09HIR,1,2,11,3.667,G100
09HIR,2,12,33,3.927,G100
09HIR,2,9,22,3.707,G090
09HIR,1,1,5,2.724,G090
09HIR,2,12,27,3.626,G010
09HIR,1,3,8,3.545,G010
09HIR,2,10,31,3.407,G104
09HIR,1,6,30,2.919,G104
09HIR,2,10,3,3.756,G112
09HIR,1,4,21,3.894,G112
09HIR,2,10,20,3.447,G023
09HIR,1,3,11,3.276,G023
09HIR,2,8,33,3.48,G056
09HIR,1,2,15,3.024,G056
09HIR,1,1,19,2.122,G031
09HIR,2,10,26,2.976,G031
09HIR,2,9,4,3.488,G083
09HIR,1,2,23,3.545,G083
09HIR,1,1,28,2.488,G107
09HIR,2,11,23,2.894,G107
09HIR,2,9,34,3.48,G151
09HIR,1,5,15,3.431,G151
09HIR,2,8,7,3.724,G133
09HIR,1,3,29,3.626,G133
09HIR,2,12,8,3.236,G143
09HIR,1,5,18,2.902,G143
09HIR,2,11,5,3.968,G073
09HIR,1,4,6,3.927,G073
09HIR,1,3,28,4.081,G109
09HIR,2,11,3,3.585,G109
09HIR,1,4,5,3.846,G111
09HIR,2,12,20,3.951,G111
09HIR,2,9,10,3.919,G076
09HIR,1,6,16,3.854,G076
09HIR,2,12,25,3.455,G098
09HIR,1,5,7,3.236,G098
09HIR,2,8,24,2.87,G174
09HIR,1,1,16,2.211,G174
09HIR,2,9,28,2.439,G061
09HIR,1,3,13,2.512,G061
09HIR,1,4,1,3.585,G130
09HIR,2,12,12,3.407,G130
09HIR,2,7,30,3.252,G130
09HIR,1,2,14,3.358,G130
09HIR,2,8,14,3.472,G146
09HIR,1,5,4,2.813,G146
09HIR,2,9,18,2.837,G159
09HIR,1,5,1,2.781,G159
09HIR,2,12,13,3.886,G175
09HIR,1,5,34,3.309,G175
09HIR,2,9,24,2.984,G176
09HIR,1,1,23,2.268,G176
09HIR,2,8,28,2.146,G177
09HIR,1,1,12,1.992,G177
09HIR,2,7,12,3.919,G117
09HIR,1,3,10,3.74,G117
09HIR,2,9,27,3.268,G012
09HIR,1,1,14,2.667,G012
09HIR,2,10,8,3.537,G134
09HIR,1,5,12,3.146,G134
09HIR,1,4,11,3.22,G115
09HIR,2,7,34,3.358,G115
09HIR,1,4,7,3.902,G178
09HIR,2,10,23,4.033,G178
09HIR,2,8,8,4.211,G110
09HIR,2,12,18,4.081,G110
09HIR,1,4,22,3.968,G110
09HIR,2,9,30,3.512,G110
09HIR,1,1,7,3.065,G110
09HIR,1,3,3,4.114,G110
09HIR,2,10,10,3.447,G014
09HIR,1,3,30,3.407,G014
09HIR,2,11,7,3.472,G024
09HIR,1,5,25,3.26,G024
09HIR,1,4,18,3.504,G017
09HIR,2,11,4,3.211,G017
09HIR,2,11,21,3.13,G071
09HIR,1,3,4,2.911,G071
09HIR,2,8,34,2.675,G094
09HIR,1,3,6,3.496,G094
09HIR,2,7,18,3.618,G121
09HIR,1,4,28,2.959,G121
09HIR,1,4,12,3.098,G179
09HIR,2,10,32,3.228,G179
09HIR,2,11,32,2.911,G180
09HIR,1,1,15,2.033,G180
09HIR,2,12,16,3.805,G119
09HIR,1,2,30,3.317,G119
09HIR,2,12,14,3.821,G013
09HIR,1,1,9,2.886,G013
09HIR,1,2,1,3.171,G144
09HIR,2,8,16,3.48,G144
09HIR,1,3,20,3.886,G105
09HIR,2,10,25,3.447,G105
09HIR,1,5,2,3.374,G040
09HIR,2,11,25,3.203,G040
09HIR,2,11,1,3.512,G131
09HIR,1,2,26,3.455,G131
09HIR,2,10,4,4.049,G124
09HIR,1,5,5,3.325,G124
09HIR,2,7,10,4.033,G089
09HIR,1,5,29,3.423,G089
09HIR,2,7,22,3.805,G128
09HIR,1,6,15,3.569,G128
09HIR,2,9,9,3.512,G041
