Trial,rep,col,row,yield,geno
08CM,1,1,1,1.22,G001
08CM,1,1,2,2.02,G002
08CM,1,1,3,1.49,G003
08CM,1,1,4,1.499,G004
08CM,1,1,5,1.903,G005
08CM,1,1,6,3.066,G006
08CM,1,1,7,1.782,G007
08CM,1,1,8,0.982,G008
08CM,1,1,9,2.04,G009
08CM,1,1,10,1.659,G010
08CM,1,1,11,2.281,G011
08CM,1,1,12,2.231,G012
08CM,1,1,13,3.442,G013
08CM,1,1,14,2.804,G014
08CM,1,1,15,3.029,G015
08CM,1,1,16,3.103,G016
08CM,1,1,17,4.035,G017
08CM,1,1,18,2.58,G018
08CM,1,1,19,2.934,G019
08CM,1,1,20,3.123,G020
08CM,1,1,21,1.484,G021
08CM,1,1,22,2.033,G022
08CM,1,1,24,3.393,G023
08CM,1,1,25,2.02,G024
08CM,1,1,26,2.692,G025
08CM,1,2,1,2.292,G026
08CM,1,2,2,2.723,G027
08CM,1,2,3,1.73,G028
08CM,1,2,4,2.578,G029
08CM,1,2,5,2.385,G030
08CM,1,2,6,1.96,G031
08CM,1,2,7,2.18,G032
08CM,1,2,8,1.644,G033
08CM,1,2,9,1.807,G034
08CM,1,2,10,0.67,G035
08CM,1,2,11,1.848,G036
08CM,1,2,12,1.519,G037
08CM,1,2,13,3.295,G038
08CM,1,2,14,2.631,G039
08CM,1,2,15,2.741,G040
08CM,1,2,16,2.646,G041
08CM,1,2,17,1.646,G042
08CM,1,2,18,2.536,G043
08CM,1,2,19,1.932,G044
08CM,1,2,20,2.306,G045
08CM,1,2,21,1.791,G046
08CM,1,2,22,2.128,G047
08CM,1,2,23,1.407,G048
08CM,1,2,24,1.982,G049
08CM,1,2,25,2.117,G050
08CM,1,2,26,2.13,G051
08CM,1,3,1,2.62,G052
08CM,1,3,2,2.853,G053
08CM,1,3,3,2.971,G054
08CM,1,3,4,2.328,G055
08CM,1,3,5,2.53,G056
08CM,1,3,6,2.295,G057
08CM,1,3,7,1.982,G058
08CM,1,3,8,2.244,G059
08CM,1,3,9,2.07,G060
08CM,1,3,10,1.532,G061
08CM,1,3,11,2.073,G062
08CM,1,3,12,2.971,G063
08CM,1,3,13,1.343,G064
08CM,1,3,14,3.134,G065
08CM,1,3,15,2.158,G066
08CM,1,3,16,2.6,G067
08CM,1,3,17,2.369,G068
08CM,1,3,18,2.084,G069
08CM,1,3,19,1.774,G070
08CM,1,3,20,2.242,G071
08CM,1,3,21,2.4,G072
08CM,1,3,22,2.681,G073
08CM,1,3,23,2.156,G074
08CM,1,3,24,2.152,G075
08CM,1,3,25,3.167,G076
08CM,1,3,26,2.541,G077
08CM,1,4,1,1.154,G078
08CM,1,4,2,2.906,G079
08CM,1,4,3,2.339,G080
08CM,1,4,4,2.653,G081
08CM,1,4,5,2.16,G082
08CM,1,4,6,3,G083
08CM,1,4,7,2.207,G084
08CM,1,4,8,2.677,G085
08CM,1,4,9,2.429,G086
08CM,1,4,10,1.939,G087
08CM,1,4,11,2.919,G088
08CM,1,4,12,2.475,G089
08CM,1,4,13,3.011,G090
08CM,1,4,14,2.319,G091
08CM,1,4,15,3.679,G092
08CM,1,4,16,1.341,G093
08CM,1,4,17,1.965,G094
08CM,1,4,18,1.769,G095
08CM,1,4,19,1.598,G096
08CM,1,4,20,1.328,G097
08CM,1,4,21,2.222,G098
08CM,1,4,22,2.42,G099
08CM,1,4,23,2.389,G100
08CM,1,4,24,2.6,G101
08CM,1,4,25,0.95,G102
08CM,1,4,26,2.281,G103
08CM,1,5,1,2.347,G104
08CM,1,5,2,2.009,G105
08CM,1,5,3,2.385,G106
08CM,1,5,4,2.969,G107
08CM,1,5,5,2.633,G108
08CM,1,5,6,2.189,G109
08CM,1,5,7,3.629,G110
08CM,1,5,8,2.211,G009
08CM,1,5,9,3.71,G111
08CM,1,5,10,2.389,G112
08CM,1,5,11,2.492,G113
08CM,1,5,12,1.567,G114
08CM,1,5,13,1.156,G115
08CM,1,5,14,2.923,G116
08CM,1,5,15,2.042,G117
08CM,1,5,16,2.345,G118
08CM,1,5,17,3.158,G119
08CM,1,5,18,2.626,G009
08CM,1,5,19,2.618,G120
08CM,1,5,20,1.695,G121
08CM,1,5,21,1.277,G122
08CM,1,5,22,2.855,G123
08CM,1,5,23,2.484,G124
08CM,1,5,24,3.218,G125
08CM,1,5,25,2.958,G126
08CM,1,5,26,2.826,G127
08CM,1,6,1,2.259,G128
08CM,1,6,2,0.809,G129
08CM,1,6,3,2.15,G130
08CM,1,6,4,2.323,G131
08CM,1,6,5,1.789,G132
08CM,1,6,6,2.323,G133
08CM,1,6,7,1.765,G134
08CM,1,6,8,2.119,G135
08CM,1,6,9,2.477,G136
08CM,1,6,10,1.571,G137
08CM,1,6,11,2.539,G138
08CM,1,6,12,2.33,G139
08CM,1,6,13,2.226,G140
08CM,1,6,14,2.646,G141
08CM,1,6,15,3.026,G142
08CM,1,6,16,2.499,G143
08CM,1,6,17,3.35,G144
08CM,1,6,18,0.925,G145
08CM,1,6,19,2.89,G146
08CM,1,6,20,2.989,G147
08CM,1,6,21,1.965,G148
08CM,1,6,22,2.387,G149
08CM,1,6,23,2.477,G150
08CM,1,6,24,3.552,G151
08CM,1,6,25,2.121,G152
08CM,1,6,26,2.868,G153
08CM,2,7,1,2.42,G049
08CM,2,7,2,0.963,G035
08CM,2,7,3,2.264,G036
08CM,2,7,4,3.593,G006
08CM,2,7,5,1.651,G001
08CM,2,7,6,2.176,G033
08CM,2,7,7,2.176,G071
08CM,2,7,8,2.98,G053
08CM,2,7,9,1.609,G037
08CM,2,7,10,2.086,G137
08CM,2,7,11,1.734,G010
08CM,2,7,12,2.051,G096
08CM,2,7,13,2.701,G143
08CM,2,7,14,2.809,G105
08CM,2,7,15,2.95,G046
08CM,2,7,16,3.332,G149
08CM,2,7,17,3.431,G090
08CM,2,7,18,3.123,G125
08CM,2,7,19,3.215,G025
08CM,2,7,20,1.765,G078
08CM,2,7,21,2.928,G101
08CM,2,7,22,1.519,G122
08CM,2,7,23,2.567,G012
08CM,2,7,24,2.763,G113
08CM,2,7,25,2.409,G005
08CM,2,7,26,2.906,G130
08CM,2,8,1,1.248,G008
08CM,2,8,2,1.793,G070
08CM,2,8,3,2.101,G095
08CM,2,8,4,2.532,G142
08CM,2,8,5,2.314,G094
08CM,2,8,6,1.174,G102
08CM,2,8,7,2.519,G089
08CM,2,8,8,2.576,G092
08CM,2,8,9,3.119,G083
08CM,2,8,10,2.182,G114
08CM,2,8,11,2.576,G002
08CM,2,8,12,2.288,G034
08CM,2,8,13,2.451,G031
08CM,2,8,14,2.473,G103
08CM,2,8,15,2.974,G077
08CM,2,8,16,1.976,G022
08CM,2,8,17,2.739,G067
08CM,2,8,18,1.811,G050
08CM,2,8,19,2.993,G110
08CM,2,8,20,2.668,G052
08CM,2,8,21,2.664,G107
08CM,2,8,22,2.275,G058
08CM,2,8,23,2.189,G051
08CM,2,8,24,2.323,G087
08CM,2,8,25,2.807,G153
08CM,2,8,26,3.323,G076
08CM,2,9,1,2.237,G007
08CM,2,9,2,1.991,G066
08CM,2,9,3,4.503,G091
08CM,2,9,4,2.486,G139
08CM,2,9,5,1.98,G018
08CM,2,9,6,2.512,G119
08CM,2,9,7,3.31,G133
08CM,2,9,8,2.347,G120
08CM,2,9,9,3.312,G079
08CM,2,9,10,2.029,G108
08CM,2,9,11,2.51,G106
08CM,2,9,12,1.892,G109
08CM,2,9,13,3.029,G013
08CM,2,9,14,2.13,G062
08CM,2,9,15,1.523,G097
08CM,2,9,16,2.523,G084
08CM,2,9,17,1.767,G064
08CM,2,9,18,2.712,G131
08CM,2,9,19,3.284,G099
08CM,2,9,20,2.925,G132
08CM,2,9,21,3.36,G073
08CM,2,9,22,3.178,G015
08CM,2,9,23,2.728,G104
08CM,2,9,24,2.763,G150
08CM,2,9,25,3.521,G019
08CM,2,9,26,1.846,G115
08CM,2,10,1,2.367,G128
08CM,2,10,2,2.02,G021
08CM,2,10,4,2.266,G080
08CM,2,10,5,2.446,G045
08CM,2,10,6,1.453,G061
08CM,2,10,7,2.312,G055
08CM,2,10,8,2.631,G116
08CM,2,10,9,1.879,G044
08CM,2,10,10,2.565,G098
08CM,2,10,11,2.574,G072
08CM,2,10,12,2.877,G151
08CM,2,10,13,2.851,G127
08CM,2,10,14,3.47,G081
08CM,2,10,15,3.365,G054
08CM,2,10,16,3.042,G100
08CM,2,10,17,2.884,G124
08CM,2,10,18,3.486,G020
08CM,2,10,19,2.976,G024
08CM,2,10,20,2.811,G016
08CM,2,10,21,2.433,G009
08CM,2,10,22,2.862,G136
08CM,2,10,23,1.899,G048
08CM,2,10,24,2.422,G086
08CM,2,10,25,3.209,G026
08CM,2,10,26,2.723,G118
08CM,2,11,1,2.721,G059
08CM,2,11,2,2.888,G146
08CM,2,11,3,3.75,G123
08CM,2,11,4,2.901,G141
08CM,2,11,5,3.248,G014
08CM,2,11,6,3.11,G041
08CM,2,11,7,1.741,G145
08CM,2,11,8,3.604,G144
08CM,2,11,9,3.624,G065
08CM,2,11,10,2.811,G009
08CM,2,11,11,2.723,G140
08CM,2,11,12,1.635,G004
08CM,2,11,13,2.598,G042
08CM,2,11,14,4.273,G111
08CM,2,11,15,3.787,G038
08CM,2,11,16,2.886,G135
08CM,2,11,17,2.818,G075
08CM,2,11,18,2.987,G063
08CM,2,11,19,2.499,G039
08CM,2,11,20,1.866,G129
08CM,2,11,21,1.611,G121
08CM,2,11,22,3.057,G030
08CM,2,11,23,2.332,G134
08CM,2,11,24,2.936,G152
08CM,2,11,25,3.207,G085
08CM,2,11,26,3.117,G040
08CM,2,12,1,2.943,G056
08CM,2,12,2,3.053,G029
08CM,2,12,3,1.787,G017
08CM,2,12,4,2.873,G027
08CM,2,12,5,2.106,G009
08CM,2,12,6,1.958,G011
08CM,2,12,7,2.846,G057
08CM,2,12,8,2.268,G074
08CM,2,12,9,2.686,G138
08CM,2,12,10,2.077,G069
08CM,2,12,11,2.123,G043
08CM,2,12,12,2.611,G088
08CM,2,12,13,2.701,G009
08CM,2,12,14,2.6,G126
08CM,2,12,15,2.734,G082
08CM,2,12,16,2.108,G032
08CM,2,12,17,2.262,G112
08CM,2,12,18,2.728,G147
08CM,2,12,19,2.499,G060
08CM,2,12,20,3.49,G023
08CM,2,12,21,2.473,G028
08CM,2,12,22,1.539,G093
08CM,2,12,23,2.506,G003
08CM,2,12,24,1.939,G117
08CM,2,12,25,2.176,G068
08CM,2,12,26,2.16,G148
08ER,1,4,13,2.097,G026
08ER,2,8,1,1.876,G026
08ER,1,2,9,1.808,G145
08ER,2,10,13,1.617,G145
08ER,2,9,8,1.497,G101
08ER,1,2,17,1.309,G101
08ER,1,3,28,2.059,G072
08ER,2,7,4,1.969,G072
08ER,1,2,28,2.08,G065
08ER,2,8,21,1.683,G065
08ER,1,5,6,1.951,G136
08ER,2,7,20,1.841,G136
08ER,2,11,15,1.527,G007
08ER,1,5,13,1.372,G007
08ER,1,3,15,1.46,G028
08ER,2,9,15,1.222,G028
08ER,1,1,8,1.377,G080
08ER,2,9,18,1.056,G080
08ER,2,7,16,1.357,G045
08ER,1,1,12,1.153,G045
08ER,2,10,26,1.969,G050
08ER,1,6,14,1.632,G050
08ER,1,1,21,1.445,G008
08ER,2,10,15,1.001,G008
08ER,2,7,5,2.423,G147
08ER,1,3,20,2.564,G147
08ER,1,1,23,1.98,G147
08ER,2,11,13,1.652,G147
08ER,2,12,21,1.943,G077
08ER,1,1,19,1.867,G077
08ER,2,12,16,1.74,G064
08ER,1,2,18,1.489,G064
08ER,1,4,17,1.567,G033
08ER,2,11,18,1.463,G033
08ER,1,2,23,1.884,G042
08ER,2,10,23,1.647,G042
08ER,1,2,2,2.139,G062
08ER,2,8,26,1.868,G062
08ER,2,10,7,2.215,G099
08ER,1,5,2,2.023,G099
08ER,1,5,8,1.805,G088
08ER,2,12,27,1.333,G088
08ER,2,11,20,1.781,G154
08ER,1,1,25,1.727,G154
08ER,1,1,17,2.467,G053
08ER,2,9,14,2.005,G053
08ER,1,3,24,1.916,G019
08ER,2,8,9,1.547,G019
08ER,1,2,5,2.004,G149
08ER,2,10,9,1.901,G149
08ER,2,12,12,0.8,G038
08ER,1,4,16,0.76,G038
08ER,2,12,4,1.924,G132
08ER,1,1,29,1.432,G132
08ER,1,1,10,2.043,G103
08ER,2,8,29,1.871,G103
08ER,2,8,3,1.908,G118
08ER,1,6,27,1.841,G118
08ER,2,9,4,1.599,G081
08ER,1,5,9,1.549,G081
08ER,1,1,15,2.149,G027
08ER,2,7,24,1.712,G027
08ER,1,3,12,1.7,G152
08ER,2,9,24,1.689,G152
08ER,1,2,27,2.132,G070
08ER,2,9,10,1.439,G070
08ER,1,2,10,1.441,G057
08ER,2,12,3,1.265,G057
08ER,2,12,6,1.821,G097
08ER,1,4,1,1.511,G097
08ER,2,11,5,1.576,G116
08ER,1,5,10,1.56,G116
08ER,1,2,24,1.873,G106
08ER,2,10,4,1.845,G106
08ER,2,11,9,1.367,G087
08ER,1,4,15,1.36,G087
08ER,1,4,14,1.364,G034
08ER,2,8,16,1.345,G034
08ER,2,8,4,1.887,G069
08ER,1,1,3,1.787,G069
08ER,1,3,8,1.755,G078
08ER,2,11,12,1.52,G078
08ER,1,2,8,2.267,G029
08ER,2,12,1,1.711,G029
08ER,1,3,14,1.785,G018
08ER,2,9,7,1.681,G018
08ER,2,12,15,2.027,G091
08ER,1,5,19,1.649,G091
08ER,1,5,29,2.188,G155
08ER,2,10,20,2.181,G155
08ER,2,11,17,1.723,G022
08ER,1,2,3,1.624,G022
08ER,2,9,9,1.877,G156
08ER,1,6,17,1.588,G156
08ER,1,5,16,1.679,G140
08ER,2,10,3,1.612,G140
08ER,1,4,4,1.748,G137
08ER,2,7,18,2.179,G137
08ER,2,11,7,1.311,G025
08ER,1,4,6,1.206,G025
08ER,2,8,6,1.997,G093
08ER,1,3,17,1.292,G093
08ER,2,7,1,1.563,G005
08ER,1,2,11,1.492,G005
08ER,1,6,26,1.976,G052
08ER,2,7,3,1.868,G052
08ER,1,6,6,1.501,G157
08ER,2,12,28,1.399,G157
08ER,1,5,20,2.252,G055
08ER,2,7,21,1.624,G055
08ER,2,8,20,1.252,G158
08ER,1,5,25,1.116,G158
08ER,2,8,7,1.561,G084
08ER,1,5,17,1.399,G084
08ER,1,6,18,1.587,G126
08ER,2,12,26,1.431,G126
08ER,1,1,9,1.788,G074
08ER,2,7,6,1.661,G074
08ER,1,6,10,1.7,G060
08ER,2,11,22,1.676,G060
08ER,1,3,6,1.843,G127
08ER,2,8,28,1.749,G127
08ER,1,6,28,1.883,G015
08ER,2,9,28,1.819,G015
08ER,2,10,5,1.855,G153
08ER,1,6,29,1.668,G153
08ER,2,12,8,2.629,G001
08ER,1,4,8,2.017,G001
08ER,1,1,2,2.864,G090
08ER,2,9,16,2.188,G090
08ER,1,2,29,2.304,G010
08ER,2,7,11,2.103,G010
08ER,1,5,11,1.705,G104
08ER,2,12,18,1.688,G104
08ER,1,1,11,2.077,G112
08ER,2,10,10,1.659,G112
08ER,1,5,26,2.065,G023
08ER,2,8,22,2.008,G023
08ER,2,10,16,1.685,G056
08ER,1,4,21,1.629,G056
08ER,1,3,10,1.799,G031
08ER,2,11,23,1.415,G031
08ER,2,12,20,1.56,G083
08ER,1,5,14,1.397,G083
08ER,2,10,25,1.964,G107
08ER,1,1,20,1.673,G107
08ER,1,3,7,2.111,G151
08ER,2,7,7,1.613,G151
08ER,2,8,15,1.975,G133
08ER,1,4,19,1.681,G133
08ER,2,11,25,2.052,G143
08ER,1,2,13,1.905,G143
08ER,1,2,6,1.848,G073
08ER,2,7,22,1.461,G073
08ER,1,3,29,1.639,G109
08ER,2,12,14,1.585,G109
08ER,2,8,23,1.976,G111
08ER,1,4,9,1.691,G111
08ER,2,11,11,1.984,G076
08ER,1,6,16,1.86,G076
08ER,2,9,17,2.02,G098
08ER,1,3,3,1.879,G098
08ER,1,6,24,0.889,G061
08ER,2,11,14,0.887,G061
08ER,2,12,10,1.423,G130
08ER,1,5,28,1.316,G130
08ER,1,6,11,1.857,G146
08ER,2,11,27,1.411,G146
08ER,2,12,19,0.886,G159
08ER,2,11,26,1.444,G117
08ER,1,5,1,1.23,G117
08ER,2,11,21,1.821,G012
08ER,1,5,24,1.573,G012
08ER,1,2,26,2.588,G134
08ER,2,8,11,1.589,G134
08ER,2,11,4,1.775,G115
08ER,1,3,5,1.764,G115
08ER,1,2,25,2.904,G110
08ER,1,4,29,2.225,G110
08ER,2,9,1,2.067,G110
08ER,2,12,23,2.007,G110
08ER,1,6,5,2.295,G014
08ER,2,8,12,1.913,G014
08ER,1,1,16,2.035,G024
08ER,2,12,24,1.864,G024
08ER,2,7,8,0.881,G017
08ER,1,6,7,0.869,G017
08ER,1,3,22,1.936,G071
08ER,2,12,5,1.132,G071
08ER,1,1,6,1.944,G094
08ER,2,8,25,1.258,G094
08ER,1,5,22,1.524,G121
08ER,2,7,26,1.385,G121
08ER,1,6,25,2.135,G119
08ER,2,11,10,1.931,G119
08ER,2,10,28,2.153,G013
08ER,1,5,15,1.703,G013
08ER,1,5,12,2.04,G144
08ER,2,9,5,1.984,G144
08ER,1,4,20,2.004,G105
08ER,2,8,19,1.545,G105
08ER,1,3,11,1.769,G040
08ER,2,11,29,1.533,G040
08ER,2,7,28,1.785,G131
08ER,1,6,21,1.76,G131
08ER,1,6,20,1.699,G124
08ER,2,7,9,1.513,G124
08ER,2,11,3,1.668,G089
08ER,1,2,12,1.464,G089
08ER,1,1,1,1.717,G128
08ER,2,10,2,1.708,G128
08ER,2,10,6,1.577,G041
08ER,1,5,23,1.322,G041
08ER,1,6,4,1.672,G125
08ER,2,12,22,1.575,G125
08ER,1,4,12,2.007,G002
08ER,2,9,6,1.689,G002
08ER,2,12,17,1.599,G063
08ER,1,6,19,1.503,G063
08ER,2,10,8,2.1,G054
08ER,1,6,1,1.669,G054
08ER,2,7,29,2.397,G079
08ER,1,5,27,2.224,G079
08ER,1,1,13,1.927,G135
08ER,2,8,24,1.513,G135
08ER,1,2,22,1.983,G141
08ER,2,9,21,1.577,G141
08ER,2,12,25,1.599,G035
08ER,1,6,9,1.545,G035
08ER,1,4,18,1.56,G096
08ER,2,12,11,1.453,G096
08ER,2,8,2,1.619,G160
08ER,1,5,7,1.166,G160
08ER,1,6,13,2.096,G011
08ER,2,7,19,2.029,G011
08ER,1,3,21,1.728,G138
08ER,2,11,1,1.096,G138
08ER,2,7,25,1.753,G161
08ER,1,6,8,1.719,G161
08ER,1,2,16,1.397,G085
08ER,2,8,27,1.149,G085
08ER,1,1,14,1.416,G039
08ER,2,9,13,1.05,G039
08ER,1,2,19,1.372,G075
08ER,2,12,7,1.239,G075
08ER,2,10,17,1.189,G162
08ER,1,6,15,1.101,G162
08ER,1,2,4,1.567,G114
08ER,2,10,14,1.396,G114
08ER,1,6,12,1.491,G122
08ER,2,9,2,1.376,G122
08ER,1,3,2,1.532,G129
08ER,2,10,19,1.487,G129
08ER,1,4,26,1.337,G102
08ER,2,8,17,1.323,G102
08ER,2,8,18,1.715,G051
08ER,1,4,27,1.261,G051
08ER,2,10,18,1.572,G148
08ER,1,4,7,1.263,G148
08ER,1,4,22,1.728,G095
08ER,2,7,10,1.355,G095
08ER,1,3,23,1.804,G113
08ER,2,9,29,1.246,G113
08ER,1,1,7,1.745,G044
08ER,2,10,24,1.457,G044
08ER,2,8,14,1.448,G163
08ER,1,3,9,1.246,G163
08ER,2,8,13,2.04,G037
08ER,1,4,11,1.436,G037
08ER,1,1,18,2.252,G016
08ER,2,7,17,2.433,G016
08ER,1,2,20,2.248,G016
08ER,2,11,28,1.881,G016
08ER,1,2,21,0.546,G092
08ER,2,9,12,0.583,G092
08ER,1,4,24,1.223,G086
08ER,2,12,2,0.834,G086
08ER,1,2,14,1.939,G009
08ER,2,9,23,1.792,G009
08ER,1,1,28,1.913,G021
08ER,2,11,16,1.66,G021
08ER,2,11,19,1.595,G139
08ER,1,6,22,1.457,G139
08ER,1,1,5,1.583,G058
08ER,2,8,10,1.483,G058
08ER,1,4,2,1.755,G043
08ER,2,10,11,1.716,G043
08ER,1,6,23,1.715,G030
08ER,2,9,22,1.68,G030
08ER,2,8,8,1.557,G066
08ER,1,5,18,1.316,G066
08ER,2,11,8,1.7,G049
08ER,1,3,1,1.286,G049
08ER,2,9,11,1.441,G036
08ER,1,2,15,1.207,G036
08ER,2,10,22,1.488,G032
08ER,1,1,4,1.484,G032
08ER,1,2,7,1.815,G068
08ER,2,10,29,1.667,G068
08ER,2,10,21,1.504,G048
08ER,1,3,16,1.245,G048
08ER,1,1,24,1.615,G150
08ER,2,10,1,1.576,G150
08ER,2,8,5,1.931,G067
08ER,1,2,1,1.569,G067
08ER,1,4,23,1.433,G059
08ER,2,12,29,1.3,G059
08ER,2,12,13,2.036,G046
08ER,1,3,19,1.801,G046
08ER,1,3,26,2.007,G003
08ER,2,10,12,1.419,G003
08ER,1,1,26,2.757,G123
08ER,2,7,23,1.377,G123
08ER,2,12,9,2.531,G006
08ER,1,4,25,2.063,G006
08ER,1,5,21,1.959,G006
08ER,2,9,20,1.731,G006
08ER,1,3,18,2.259,G082
08ER,2,11,6,1.748,G082
08ER,2,9,3,1.76,G108
08ER,1,3,13,1.708,G108
08ER,1,3,4,1.916,G047
08ER,2,9,25,1.347,G047
08ER,2,7,12,1.431,G164
08ER,1,5,4,1.198,G164
08HIR,2,8,4,1.724,G142
08HIR,1,6,15,1.398,G142
08HIR,1,2,1,1.805,G026
08HIR,2,10,25,1.35,G026
08HIR,2,11,7,1.114,G145
08HIR,1,6,18,0.797,G145
08HIR,1,4,24,1.163,G101
08HIR,2,7,21,0.902,G101
08HIR,2,10,11,1.545,G072
08HIR,1,3,21,1.325,G072
08HIR,1,3,14,1.407,G065
08HIR,2,11,9,1.211,G065
08HIR,1,6,9,1.016,G136
08HIR,2,10,22,0.846,G136
08HIR,1,1,7,0.764,G007
08HIR,2,9,1,0.699,G007
08HIR,1,2,3,1.228,G028
08HIR,2,12,21,1.008,G028
08HIR,1,4,3,1.106,G080
08HIR,2,10,4,0.951,G080
08HIR,2,10,5,0.984,G045
08HIR,1,2,20,0.919,G045
08HIR,1,2,25,1.171,G050
08HIR,2,8,18,0.821,G050
08HIR,1,1,8,1,G008
08HIR,2,8,1,0.968,G008
08HIR,2,11,12,0.317,G004
08HIR,1,1,4,0.26,G004
08HIR,1,6,20,1.13,G147
08HIR,2,12,18,0.829,G147
08HIR,1,3,26,1.106,G077
08HIR,2,8,15,0.691,G077
08HIR,2,9,17,0.382,G064
08HIR,1,3,13,0.268,G064
08HIR,1,2,8,0.756,G033
08HIR,2,7,6,0.545,G033
08HIR,2,11,13,1.488,G042
08HIR,1,2,17,1.398,G042
08HIR,2,9,14,0.707,G062
08HIR,1,3,11,0.667,G062
08HIR,1,4,22,1.171,G099
08HIR,2,9,19,0.959,G099
08HIR,1,4,11,0.992,G088
08HIR,2,12,12,0.927,G088
08HIR,1,3,2,1.26,G053
08HIR,2,7,8,0.911,G053
08HIR,1,1,19,0.821,G019
08HIR,2,9,25,0.667,G019
08HIR,1,6,22,1.39,G149
08HIR,2,7,16,0.935,G149
08HIR,1,2,13,0.146,G038
08HIR,2,11,15,0.081,G038
08HIR,1,6,5,0.61,G132
08HIR,2,9,20,0.301,G132
08HIR,1,4,26,1.033,G103
08HIR,2,8,14,1,G103
08HIR,2,10,26,1.26,G118
08HIR,1,5,16,1.244,G118
08HIR,2,10,14,0.797,G081
08HIR,1,4,4,0.772,G081
08HIR,1,2,2,1.455,G027
08HIR,2,12,4,1.398,G027
08HIR,2,11,24,1.081,G152
08HIR,1,6,25,0.699,G152
08HIR,2,8,2,0.366,G070
08HIR,1,3,19,0.252,G070
08HIR,2,12,7,1.285,G057
08HIR,1,3,6,0.829,G057
08HIR,1,4,20,1.179,G097
08HIR,2,9,15,0.992,G097
08HIR,1,5,14,1.081,G116
08HIR,2,10,8,0.902,G116
08HIR,2,9,11,1.114,G106
08HIR,1,5,3,0.992,G106
08HIR,1,4,10,1.122,G087
08HIR,2,8,24,0.878,G087
08HIR,1,2,9,0.618,G034
08HIR,2,8,12,0.602,G034
08HIR,2,12,10,1.041,G069
08HIR,1,3,18,0.821,G069
08HIR,1,4,1,1.366,G078
08HIR,2,7,20,1.211,G078
08HIR,1,2,4,1.398,G029
08HIR,2,12,2,1.276,G029
08HIR,2,9,5,1.301,G018
08HIR,1,1,18,1.089,G018
08HIR,1,4,14,1.407,G091
08HIR,2,9,3,1.309,G091
08HIR,2,10,18,1.016,G020
08HIR,1,1,20,0.894,G020
08HIR,1,1,22,0.935,G022
08HIR,2,8,16,0.683,G022
08HIR,2,11,11,1.317,G140
08HIR,1,6,13,1.309,G140
08HIR,2,7,10,1.122,G137
08HIR,1,6,10,1.016,G137
08HIR,1,1,26,0.959,G025
08HIR,2,7,19,0.699,G025
08HIR,2,12,22,0.829,G093
08HIR,1,4,16,0.618,G093
08HIR,1,1,5,0.805,G005
08HIR,2,7,25,0.626,G005
08HIR,1,3,1,1.431,G052
08HIR,2,8,20,1.016,G052
08HIR,1,3,4,1.504,G055
08HIR,2,10,7,1.252,G055
08HIR,1,4,7,1.073,G084
08HIR,2,9,16,1.057,G084
08HIR,2,12,14,1.366,G126
08HIR,1,5,25,1.081,G126
08HIR,1,3,23,1.61,G074
08HIR,2,12,8,1.39,G074
08HIR,1,3,9,1.106,G060
08HIR,2,12,19,1,G060
08HIR,2,10,13,1.195,G127
08HIR,1,5,26,0.87,G127
08HIR,2,9,22,1.431,G015
08HIR,1,1,15,1.228,G015
08HIR,1,6,26,1.163,G153
08HIR,2,8,25,1.065,G153
08HIR,2,7,5,1.244,G001
08HIR,1,1,1,1.146,G001
08HIR,1,4,13,1.431,G090
08HIR,2,7,17,1.049,G090
08HIR,2,7,11,0.894,G010
08HIR,1,1,10,0.87,G010
08HIR,1,5,1,1.203,G104
08HIR,2,9,23,1.163,G104
08HIR,1,5,10,1.293,G112
08HIR,2,12,17,1.285,G112
08HIR,2,12,20,1.496,G023
08HIR,1,1,24,1.163,G023
08HIR,1,3,5,1.325,G056
08HIR,2,12,1,1.22,G056
08HIR,1,2,6,1.285,G031
08HIR,2,8,13,1.106,G031
08HIR,2,8,9,0.984,G083
08HIR,1,4,6,0.911,G083
08HIR,1,5,4,0.634,G107
08HIR,2,8,21,0.48,G107
08HIR,1,6,24,1.447,G151
08HIR,2,10,12,1.049,G151
08HIR,2,9,7,1.423,G133
08HIR,1,6,6,1.398,G133
08HIR,1,6,16,1.098,G143
08HIR,2,7,13,1.024,G143
08HIR,2,9,21,1.301,G073
08HIR,1,3,22,1.171,G073
08HIR,2,9,12,1.236,G109
08HIR,1,5,6,1.195,G109
08HIR,2,11,14,1.423,G111
08HIR,1,5,9,1.057,G111
08HIR,1,3,25,1.52,G076
08HIR,2,8,26,1.293,G076
08HIR,2,10,10,1.423,G098
08HIR,1,4,21,1.22,G098
08HIR,1,3,10,0.699,G061
08HIR,2,10,6,0.553,G061
08HIR,1,6,3,0.805,G130
08HIR,2,7,26,0.772,G130
08HIR,1,6,19,1.187,G146
08HIR,2,11,2,1.155,G146
08HIR,2,12,24,1.398,G117
08HIR,1,5,15,1,G117
08HIR,2,7,23,1.033,G012
08HIR,1,1,12,0.976,G012
08HIR,1,6,7,1.382,G134
08HIR,2,11,23,1.35,G134
08HIR,1,5,13,0.659,G115
08HIR,2,9,26,0.65,G115
08HIR,2,8,19,1.529,G110
08HIR,1,5,7,1.276,G110
08HIR,2,11,5,1.187,G014
08HIR,1,1,14,1.024,G014
08HIR,2,10,19,1.252,G024
08HIR,1,1,25,0.781,G024
08HIR,2,12,3,0.732,G017
